,Unnamed: 0,Symbol,Wikipedia Link,Name,Sector,SEC Filings Link,CIK,Enterprise Value,Trailing P/E,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,EBITDA,Diluted EPS,Market Cap (intraday),Forward P/E,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding
334,334,ROST,https://en.wikipedia.org/wiki/wiki/Ross_Stores,Ross Stores,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000745732&type=10-K&dateb=&owner=include&count=40,745732,27340000000.0,21.82,1.93,11.58,14130000000.0,2360000000.0,3.55,29330000000.0,17.21,0.78,77.53,73.59,2730000.0,2820000.0,378710000.0
335,335,RCL,https://en.wikipedia.org/wiki/wiki/Royal_Caribbean_Cruises_Ltd,Royal Caribbean Cruises Ltd,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000884887&type=10-K&dateb=&owner=include&count=40,884887,32630000000.000008,15.25,3.72,12.11,8780000000.0,2700000000.0,7.53,24540000000.0,11.45,1.27,123.68,124.22,1500000.0,1170000.0,213750000.0
336,336,CRM,https://en.wikipedia.org/wiki/wiki/Salesforce.com,Salesforce.com,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001108524&type=10-K&dateb=&owner=include&count=40,1108524,84060000000.0,682.94,8.02,93.74,10480000000.0,896670000.0,0.17,85030000000.0,43.32,1.25,119.93,107.59,6170000.0,6230000.0,732380000.0
337,337,SBAC,https://en.wikipedia.org/wiki/wiki/SBA_Communications,SBA Communications,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001034054&type=10-K&dateb=&owner=include&count=40,1034054,28980000000.0,197.36,16.77,25.56,1730000000.0,1130000000.0,0.86,19760000000.0,97.55,1.17,167.04,161.26,1160000.0,,116430000.0
338,338,STX,https://en.wikipedia.org/wiki/wiki/Seagate_Technology,Seagate Technology,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001137789&type=10-K&dateb=&owner=include&count=40,1137789,19140000000.0,25.76,1.8,9.36,10630000000.0,2040000000.0,2.2,16129999999.999996,11.32,1.85,56.94,45.21,5060000.0,4500000.0,284830000.0
339,339,SEE,https://en.wikipedia.org/wiki/wiki/Sealed_Air_Corp.(New),Sealed Air,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001012100&type=10-K&dateb=&owner=include&count=40,1012100,9980000000.0,9.88,2.24,13.7,4460000000.0,728100000.0,4.29,7090000000.0,14.97,0.72,43.0,45.27,2500000.0,1500000.0,167380000.0
340,340,SRE,https://en.wikipedia.org/wiki/wiki/Sempra_Energy,Sempra Energy,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001032208&type=10-K&dateb=&owner=include&count=40,1032208,47730000000.0,110.03,4.26,12.47,11210000000.0,3830000000.0,1.01,29330000000.0,16.89,0.54,109.78,112.23,2300000.0,1690000.0,263900000.0
341,341,SHW,https://en.wikipedia.org/wiki/wiki/Sherwin-Williams,Sherwin-Williams,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000089800&type=10-K&dateb=&owner=include&count=40,89800,48480000000.0,20.66,3.24,19.78,14980000000.0,2450000000.0,18.67,36110000000.0,17.59,1.46,399.97,397.95,,,93610000.0
342,342,SPG,https://en.wikipedia.org/wiki/wiki/Simon_Property_Group_Inc,Simon Property Group Inc,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001063761&type=10-K&dateb=&owner=include&count=40,1063761,70610000000.0,24.7,12.75,17.2,5540000000.0,4110000000.000001,6.24,55010000000.0,21.77,0.74,155.23,160.57,1900000.0,1800000.0,310070000.0
343,343,SWKS,https://en.wikipedia.org/wiki/wiki/Skyworks_Solutions,Skyworks Solutions,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000004127&type=10-K&dateb=&owner=include&count=40,4127,18220000000.0,21.65,4.81,11.59,3790000000.0,1570000000.0,4.41,17410000000.0,11.57,0.55,107.07,103.91,2470000.0,1980000.0,182160000.0
344,344,SLG,https://en.wikipedia.org/wiki/wiki/SL_Green_Realty,SL Green Realty,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001040971&type=10-K&dateb=&owner=include&count=40,1040971,14430000000.0,108.15,9.41,17.16,1530000000.0,840850000.0,0.87,8960000000.0,45.88,1.42,97.22,98.75,1050000.0,,90330000.0
345,345,SNA,https://en.wikipedia.org/wiki/wiki/Snap-On_Inc.,Snap-On Inc.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000091440&type=10-K&dateb=&owner=include&count=40,91440,9530000000.0,15.33,2.38,9.47,4000000000.0,1010000000.0,9.52,8279999999.999998,11.55,0.9,155.87,161.61,,,56710000.0
346,346,SO,https://en.wikipedia.org/wiki/wiki/Southern_Co.,Southern Co.,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000092122&type=10-K&dateb=&owner=include&count=40,92122,93950000000.0,53.32,4.08,15.55,23030000000.0,6040000000.0,0.84,45160000000.0,14.73,0.1,43.94,47.72,7480000.0,4700000.0,1010000000.0
347,347,LUV,https://en.wikipedia.org/wiki/wiki/Southwest_Airlines,Southwest Airlines,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000092380&type=10-K&dateb=&owner=include&count=40,92380,36220000000.0,9.55,1.71,8.08,21170000000.0,4480000000.0,5.79,32510000000.0,9.75,1.22,58.12,59.04,5210000.0,4600000.0,587950000.0
348,348,SPGI,"https://en.wikipedia.org/wiki/wiki/S%26P_Global,_Inc.","S&P Global, Inc.",Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000064040&type=10-K&dateb=&owner=include&count=40,64040,50450000000.0,32.41,8.32,17.21,6060000000.0,2930000000.0,5.78,46710000000.0,19.78,1.16,188.98,171.45,1370000.0,1490000.0,249360000.0
349,349,SWK,https://en.wikipedia.org/wiki/wiki/Stanley_Black_%26_Decker,Stanley Black & Decker,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000093556&type=10-K&dateb=&owner=include&count=40,93556,27940000000.0,18.62,2.19,13.45,12750000000.0,2080000000.0,8.04,23070000000.0,15.8,1.16,156.67,161.84,1210000.0,1120000.0,154110000.0
350,350,SBUX,https://en.wikipedia.org/wiki/wiki/Starbucks_Corp.,Starbucks Corp.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000829224&type=10-K&dateb=&owner=include&count=40,829224,82350000000.0,19.34,3.62,16.53,22730000000.0,4980000000.0,3.02,82000000000.0,20.84,0.53,57.56,57.06,11190000.0,10530000.0,1410000000.0
351,351,SRCL,https://en.wikipedia.org/wiki/wiki/Stericycle_Inc,Stericycle Inc,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000861878&type=10-K&dateb=&owner=include&count=40,861878,7780000000.0,215.07,2.17,10.31,3580000000.0,754500000.0,0.27,4970000000.0,12.25,0.3,62.7,67.71,1070000.0,,85540000.0
352,352,SYK,https://en.wikipedia.org/wiki/wiki/Stryker_Corp.,Stryker Corp.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000310764&type=10-K&dateb=&owner=include&count=40,310764,64629999999.999985,57.9,5.19,18.99,12440000000.0,3400000000.0,2.68,57900000000.0,19.87,0.5,162.13,155.84,1340000.0,1150000.0,373110000.0
353,353,SYMC,https://en.wikipedia.org/wiki/wiki/Symantec_Corp.,Symantec Corp.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000849399&type=10-K&dateb=&owner=include&count=40,849399,19120000000.0,16.07,4.03,22.26,4740000000.0,859000000.0,1.62,16160000000.0,14.36,0.85,26.73,28.8,6560000.0,5380000.0,621540000.0
354,354,SNPS,https://en.wikipedia.org/wiki/wiki/Synopsys_Inc.,Synopsys Inc.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000883241&type=10-K&dateb=&owner=include&count=40,883241,12580000000.0,266.85,4.43,24.88,2840000000.0,505470000.0,0.31,12100000000.0,20.0,1.23,85.72,86.56,1050000.0,1030000.0,148720000.0
355,355,SYY,https://en.wikipedia.org/wiki/wiki/Sysco_Corp.,Sysco Corp.,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000096021&type=10-K&dateb=&owner=include&count=40,96021,39120000000.0,26.82,0.69,12.73,57010000000.0,3070000000.0,2.23,31170000000.0,17.11,0.49,59.89,58.31,2870000.0,3100000.0,521920000.0
356,356,TROW,https://en.wikipedia.org/wiki/wiki/T._Rowe_Price_Group,T. Rowe Price Group,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001113169&type=10-K&dateb=&owner=include&count=40,1113169,24130000000.0,17.48,5.03,10.95,4790000000.0,2200000000.0,5.97,25530000000.0,13.86,1.11,111.13,103.29,1870000.0,1560000.0,244600000.0
357,357,TTWO,https://en.wikipedia.org/wiki/wiki/Take-Two_Interactive,Take-Two Interactive,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000946581&type=10-K&dateb=&owner=include&count=40,946581,10340000000.0,58.06,5.4,43.06,1910000000.0,239990000.0,1.63,10820000000.0,19.04,1.54,106.64,109.54,2940000.0,3300000.0,114330000.0
358,358,TPR,"https://en.wikipedia.org/wiki/wiki/Tapestry,_Inc.","Tapestry, Inc.",Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001116132&type=10-K&dateb=&owner=include&count=40,1116132,15400000000.0,46.97,2.96,14.42,5200000000.0,1070000000.0,1.12,14950000000.0,18.09,0.21,51.7,45.05,2810000.0,2640000.0,284880000.0
359,359,TGT,https://en.wikipedia.org/wiki/wiki/Target_Corp.,Target Corp.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000027419&type=10-K&dateb=&owner=include&count=40,27419,46060000000.0,13.56,0.64,6.73,71880000000.0,6850000000.0,5.33,38950000000.0,13.22,0.42,71.84,66.1,6940000.0,5790000.0,538800000.0
360,360,TEL,https://en.wikipedia.org/wiki/wiki/TE_Connectivity,TE Connectivity Ltd.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001385157&type=10-K&dateb=&owner=include&count=40,1385157,39980000000.0,27.7,2.95,13.7,13530000000.0,2920000000.0,3.46,33670000000.0,16.12,1.1,101.69,95.58,1740000.0,1430000.0,351080000.0
361,361,FTI,https://en.wikipedia.org/wiki/wiki/TechnipFMC,TechnipFMC,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001681459&type=10-K&dateb=&owner=include&count=40,1681459,10960000000.0,120.21,0.73,6.94,15060000000.0,1580000000.0,0.24,13340000000.0,19.76,0.83,29.66,29.3,3530000.0,3310000.0,462500000.0
362,362,TXN,https://en.wikipedia.org/wiki/wiki/Texas_Instruments,Texas Instruments,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000097476&type=10-K&dateb=&owner=include&count=40,97476,107290000000.0,27.58,7.17,15.44,14960000000.0,6950000000.0,3.61,97780000000.0,17.57,1.18,106.94,99.84,6140000.0,5150000.0,983110000.0
363,363,TXT,https://en.wikipedia.org/wiki/wiki/Textron_Inc.,Textron Inc.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000217346&type=10-K&dateb=&owner=include&count=40,217346,17900000000.0,50.59,1.26,12.06,14200000000.0,1480000000.0,1.14,15010000000.0,16.3,1.4,58.89,56.43,1620000.0,1740000.0,259330000.0
364,364,TMO,https://en.wikipedia.org/wiki/wiki/Thermo_Fisher_Scientific,Thermo Fisher Scientific,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000097745&type=10-K&dateb=&owner=include&count=40,97745,102750000000.0,36.76,4.91,19.54,20920000000.0,5260000000.0,5.59,82590000000.0,17.06,1.32,210.07,200.06,1510000.0,1430000.0,401780000.0
365,365,TIF,https://en.wikipedia.org/wiki/wiki/Tiffany_%26_Co.,Tiffany & Co.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000098246&type=10-K&dateb=&owner=include&count=40,98246,11550000000.0,32.29,2.77,11.53,4170000000.0,1000000000.0,2.96,11890000000.0,19.31,1.59,99.61,98.49,1700000.0,3090000.0,124400000.0
366,366,TWX,https://en.wikipedia.org/wiki/wiki/Time_Warner_Inc.,Time Warner Inc.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001105705&type=10-K&dateb=&owner=include&count=40,1105705,94630000000.0,14.39,3.03,10.42,31270000000.0,9080000000.0,6.64,74490000000.0,11.68,0.84,94.92,94.94,5150000.0,5110000.0,779850000.0
367,367,TJX,https://en.wikipedia.org/wiki/wiki/TJX_Companies_Inc.,TJX Companies Inc.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000109198&type=10-K&dateb=&owner=include&count=40,109198,50680000000.0,20.67,1.41,10.75,35860000000.0,4710000000.0,4.04,52320000000.0,15.71,0.32,81.15,75.8,4490000.0,3470000.0,627070000.0
368,368,TMK,https://en.wikipedia.org/wiki/wiki/Torchmark_Corp.,Torchmark Corp.,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000320335&type=10-K&dateb=&owner=include&count=40,320335,10780000000.0,6.79,2.59,11.64,4160000000.0,925680000.0,12.23,9450000000.0,12.77,0.83,85.05,86.04,,,113850000.0
369,369,TSS,https://en.wikipedia.org/wiki/wiki/Total_System_Services,Total System Services,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000721683&type=10-K&dateb=&owner=include&count=40,721683,19090000000.0,26.57,3.87,19.44,4930000000.0,981990000.0,3.16,15260000000.0,17.75,1.35,87.85,78.57,1300000.0,1150000.0,181730000.0
370,370,TSCO,https://en.wikipedia.org/wiki/wiki/Tractor_Supply_Company,Tractor Supply Company,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000916365&type=10-K&dateb=&owner=include&count=40,916365,7860000000.0,18.09,1.08,9.23,7260000000.0,852220000.0,3.3,7400000000.0,13.39,1.21,64.08,66.43,1980000.0,2100000.0,123880000.0
371,371,TRV,https://en.wikipedia.org/wiki/wiki/The_Travelers_Companies_Inc.,The Travelers Companies Inc.,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000086312&type=10-K&dateb=&owner=include&count=40,86312,38940000000.0,18.72,1.35,9.95,28900000000.0,3910000000.0,7.33,37250000000.0,12.08,1.32,139.38,134.92,1960000.0,1590000.0,271430000.0
372,372,FOXA,https://en.wikipedia.org/wiki/wiki/Twenty-First_Century_Fox_Class_A,Twenty-First Century Fox Class A,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001308161&type=10-K&dateb=&owner=include&count=40,1308161,82070000000.0,16.79,2.8,12.55,29350000000.0,6540000000.0,2.13,65750000000.0,15.65,1.28,36.97,32.98,9390000.0,11320000.0,1050000000.0
373,373,FOX,https://en.wikipedia.org/wiki/wiki/Twenty-First_Century_Fox_Class_B,Twenty-First Century Fox Class B,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001308161&type=10-K&dateb=&owner=include&count=40,1308161,81010000000.0,16.62,2.76,12.39,29350000000.0,6540000000.0,2.13,65959999999.999985,15.71,1.25,36.5,32.44,3180000.0,4760000.0,798520000.0
374,374,TSN,https://en.wikipedia.org/wiki/wiki/Tyson_Foods,Tyson Foods,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000100493&type=10-K&dateb=&owner=include&count=40,100493,36110000000.0,9.21,0.92,9.18,39310000000.0,3930000000.0,7.61,25770000000.0,10.19,0.17,73.86,75.58,2300000.0,3160000.0,297500000.0
375,375,UDR,https://en.wikipedia.org/wiki/wiki/UDR_Inc,UDR Inc,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000074208&type=10-K&dateb=&owner=include&count=40,74208,13490000000.0,81.16,13.59,21.67,992450000.0,622350000.0,0.44,9820000000.0,119.03,0.51,34.73,37.11,1690000.0,1600000.0,267580000.0
376,376,ULTA,https://en.wikipedia.org/wiki/wiki/Ulta_Beauty,Ulta Beauty,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001403568&type=10-K&dateb=&owner=include&count=40,1403568,12240000000.0,23.24,2.08,11.79,5880000000.0,1040000000.0,8.96,12620000000.0,16.44,0.81,205.19,214.28,1280000.0,,60610000.0
377,377,UNP,https://en.wikipedia.org/wiki/wiki/Union_Pacific,Union Pacific,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000100885&type=10-K&dateb=&owner=include&count=40,100885,120340000000.0,9.75,5.67,11.74,21240000000.0,10250000000.0,13.36,101040000000.0,15.47,0.99,133.71,126.74,5320000.0,4730000.0,775580000.0
378,378,UAL,https://en.wikipedia.org/wiki/wiki/United_Continental_Holdings,United Continental Holdings,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000100517&type=10-K&dateb=&owner=include&count=40,100517,30080000000.0,9.78,0.8,5.27,37740000000.0,5710000000.0,7.02,19540000000.0,7.4,1.13,67.88,64.97,4680000.0,2780000.0,284700000.0
379,379,UNH,https://en.wikipedia.org/wiki/wiki/United_Health_Group_Inc.,United Health Group Inc.,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000731766&type=10-K&dateb=&owner=include&count=40,731766,224450000000.0,20.89,1.12,13.28,201160000000.0,16899999999.999996,10.72,216720000000.0,15.86,0.67,224.75,218.49,4090000.0,4590000.0,967660000.0
380,380,UPS,https://en.wikipedia.org/wiki/wiki/United_Parcel_Service,United Parcel Service,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001090727&type=10-K&dateb=&owner=include&count=40,1090727,113700000000.0,18.78,1.73,11.59,65870000000.000015,9810000000.0,5.61,90730000000.0,13.4,0.97,106.5,116.37,4910000.0,3920000.0,688690000.0
381,381,URI,"https://en.wikipedia.org/wiki/wiki/United_Rentals,_Inc.","United Rentals, Inc.",Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001067701&type=10-K&dateb=&owner=include&count=40,1067701,24820000000.0,10.94,3.74,12.74,6640000000.0,1950000000.0,15.73,14490000000.0,10.57,2.63,178.7,162.84,1410000.0,1530000.0,84160000.0
382,382,UTX,https://en.wikipedia.org/wiki/wiki/United_Technologies,United Technologies,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000101829&type=10-K&dateb=&owner=include&count=40,101829,120070000000.0,21.54,2.01,11.96,59840000000.0,10040000000.0,5.7,98220000000.0,15.8,1.03,129.38,124.52,5120000.0,5640000.0,800090000.0
383,383,UHS,"https://en.wikipedia.org/wiki/wiki/Universal_Health_Services,_Inc.","Universal Health Services, Inc.",Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000352915&type=10-K&dateb=&owner=include&count=40,352915,15560000000.0,15.17,1.5,9.01,10410000000.0,1730000000.0,7.81,11150000000.0,11.5,0.73,120.97,112.67,,,86990000.0
384,384,UNM,https://en.wikipedia.org/wiki/wiki/Unum_Group,Unum Group,Financials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000005513&type=10-K&dateb=&owner=include&count=40,5513,12470000000.0,10.66,1.11,7.48,11290000000.0,1670000000.0,4.37,10310000000.0,8.49,1.37,49.74,52.64,1750000.0,1460000.0,221260000.0
385,385,VFC,https://en.wikipedia.org/wiki/wiki/V.F._Corp.,V.F. Corp.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000103379&type=10-K&dateb=&owner=include&count=40,103379,31070000000.0,49.97,2.63,16.91,11810000000.0,1840000000.0,1.53,30270000000.0,21.99,0.69,74.26,72.76,2880000.0,2440000.0,396700000.0
386,386,VLO,https://en.wikipedia.org/wiki/wiki/Valero_Energy,Valero Energy,Energy,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001035002&type=10-K&dateb=&owner=include&count=40,1035002,43320000000.0,10.4,0.49,7.67,88410000000.0,5650000000.0,9.15,41020000000.0,11.58,0.95,92.66,87.14,3440000.0,3530000.0,430920000.0
387,387,VAR,https://en.wikipedia.org/wiki/wiki/Varian_Medical_Systems,Varian Medical Systems,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000203527&type=10-K&dateb=&owner=include&count=40,203527,10770000000.0,88.38,3.92,19.85,2750000000.0,542700000.0,1.33,10740000000.0,24.46,1.13,122.17,112.81,,,91300000.0
388,388,VTR,https://en.wikipedia.org/wiki/wiki/Ventas_Inc,Ventas Inc,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000740260&type=10-K&dateb=&owner=include&count=40,740260,29060000000.0,13.34,8.15,15.29,3560000000.0,1900000000.0,3.78,18090000000.0,29.49,0.44,49.76,58.24,3070000.0,2570000.0,356310000.0
389,389,VRSN,https://en.wikipedia.org/wiki/wiki/Verisign_Inc.,Verisign Inc.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001014473&type=10-K&dateb=&owner=include&count=40,1014473,11910000000.0,31.98,10.22,15.72,1170000000.0,757600000.0,3.68,11430000000.0,23.73,0.75,119.15,113.24,1110000.0,1110000.0,97120000.0
390,390,VRSK,https://en.wikipedia.org/wiki/wiki/Verisk_Analytics,Verisk Analytics,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001442145&type=10-K&dateb=&owner=include&count=40,1442145,20020000000.0,31.65,9.33,20.28,2150000000.0,987400000.0,3.29,17200000000.0,23.45,0.6,102.97,94.5,,,165140000.0
391,391,VZ,https://en.wikipedia.org/wiki/wiki/Verizon_Communications,Verizon Communications,Telecommunication Services,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000732712&type=10-K&dateb=&owner=include&count=40,732712,306680000000.0,6.45,2.43,6.52,126030000000.0,47050000000.0,7.36,196000000000.0,10.21,0.77,48.15,49.64,17920000.0,14800000.0,4130000000.0
392,392,VRTX,https://en.wikipedia.org/wiki/wiki/Vertex_Pharmaceuticals_Inc,Vertex Pharmaceuticals Inc,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000875320&type=10-K&dateb=&owner=include&count=40,875320,41770000000.0,148.46,16.78,68.0,2490000000.0,614230000.0,1.04,39160000000.0,34.05,1.95,166.66,155.36,1800000.0,1580000.0,253890000.0
393,393,VIAB,https://en.wikipedia.org/wiki/wiki/Viacom_Inc.,Viacom Inc.,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001339947&type=10-K&dateb=&owner=include&count=40,1339947,22120000000.0,6.17,1.7,7.54,13010000000.0,2930000000.0,5.01,12690000000.0,7.14,1.65,32.22,29.57,4390000.0,3940000.0,352910000.0
394,394,V,https://en.wikipedia.org/wiki/wiki/Visa_Inc.,Visa Inc.,Information Technology,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001403161&type=10-K&dateb=&owner=include&count=40,1403161,275780000000.0,39.1,14.7,21.48,18760000000.0,12840000000.0,3.01,265640000000.0,22.72,1.05,121.54,115.11,8610000.0,9090000.0,1800000000.0
395,395,VNO,https://en.wikipedia.org/wiki/wiki/Vornado_Realty_Trust,Vornado Realty Trust,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000899689&type=10-K&dateb=&owner=include&count=40,899689,22150000000.0,78.7,10.61,20.74,2090000000.0,1070000000.0,0.85,13520000000.0,50.18,1.14,67.3,73.01,1270000.0,1150000.0,189980000.0
396,396,VMC,https://en.wikipedia.org/wiki/wiki/Vulcan_Materials,Vulcan Materials,Materials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001396009&type=10-K&dateb=&owner=include&count=40,1396009,17830000000.0,25.47,4.58,18.75,3890000000.0,951260000.0,4.46,15030000000.0,20.76,0.99,117.91,123.3,1470000.0,1510000.0,132350000.0
397,397,WMT,https://en.wikipedia.org/wiki/wiki/Wal-Mart_Stores,Wal-Mart Stores,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000104169&type=10-K&dateb=&owner=include&count=40,104169,297580000000.0,26.43,0.6,9.61,500340000000.0,30970000000.0,3.28,255800000000.0,16.48,0.48,89.29,92.93,12160000.0,10420000.0,2950000000.0
398,398,WBA,https://en.wikipedia.org/wiki/wiki/Walgreens_Boots_Alliance,Walgreens Boots Alliance,Consumer Staples,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001618921&type=10-K&dateb=&owner=include&count=40,1618921,77610000000.0,17.51,0.64,10.01,120450000000.0,7750000000.0,3.62,62940000000.0,9.79,0.79,68.09,71.24,5790000.0,8420000.0,991670000.0
399,399,DIS,https://en.wikipedia.org/wiki/wiki/The_Walt_Disney_Company,The Walt Disney Company,Consumer Discretionary,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001039&type=10-K&dateb=&owner=include&count=40,1001039,172680000000.0,14.31,3.1,10.21,55700000000.0,16910000000.0,7.01,150890000000.0,13.4,1.16,102.94,104.11,8230000.0,8400000.0,1500000000.0
400,400,WM,https://en.wikipedia.org/wiki/wiki/Waste_Management_Inc.,Waste Management Inc.,Industrials,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000823768&type=10-K&dateb=&owner=include&count=40,823768,46000000000.0,19.1,3.18,11.51,14490000000.0,4000000000.0,4.41,36410000000.0,19.1,0.65,85.34,83.27,2400000.0,2090000.0,432380000.0
401,401,WAT,https://en.wikipedia.org/wiki/wiki/Waters_Corporation,Waters Corporation,Health Care,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001000697&type=10-K&dateb=&owner=include&count=40,1000697,14720000000.0,779.52,6.38,18.48,2310000000.0,796970000.0,0.25,15260000000.0,21.7,1.44,205.61,198.59,,,78290000.0
402,402,WEC,https://en.wikipedia.org/wiki/wiki/Wec_Energy_Group_Inc,Wec Energy Group Inc,Utilities,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000783325&type=10-K&dateb=&owner=include&count=40,783325,30380000000.0,16.63,3.97,11.76,7650000000.0,2580000000.0,3.79,19890000000.0,18.06,0.09,61.25,64.51,2000000.0,1820000.0,315540000.0
403,403,WELL,https://en.wikipedia.org/wiki/wiki/Welltower_Inc.,Welltower Inc.,Real Estate,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000766704&type=10-K&dateb=&owner=include&count=40,766704,31090000000.0,43.66,7.33,15.62,4240000000.0,1990000000.0,1.26,20460000000.0,35.49,0.5,40.97,9.93,1090000.0,2850000.0,371970000.0
